tier,score,name,category,city,rating,reviews,has_website,website_type,website_url,address,phone,rank_pos,search_query
HOT,150,Rio Vista Dentistry,cosmetic dentist,Harlingen,4.9,432,False,none,,802 TX-499 Loop #1,,1,top rated cosmetic dentist near Harlingen tx
HOT,150,Legacy Dental,cosmetic dentist,Brownsville,4.9,2600,False,none,,2200 Boca Chica Blvd #138,,1,cosmetic dentist in Brownsville tx
HOT,150,Daydream Family Dentistry - Airway Dentistry,cosmetic dentist,Weslaco,5.0,501,False,none,,519 S Missouri Ave,,1,top rated cosmetic dentist near Weslaco tx
HOT,150,Rodeo Dental & Orthodontics of San Benito,cosmetic dentist,San Benito,4.9,3300,False,none,,1141 US-77 BUS #G,,1,top rated cosmetic dentist near San Benito tx
HOT,150,Rodeo Dental & Orthodontics of Donna,cosmetic dentist,Donna,5.0,1900,False,none,,1814 East Highway 2 Ste. D,,1,cosmetic dentist in Donna tx
HOT,150,"Texas Center for Cosmetic Dentistry, Dr. Guy Lewis and Dr. Teddy",cosmetic dentist,Donna,4.9,398,False,none,,Closes soon,,1,top rated cosmetic dentist near Donna tx
HOT,150,Alamo Family & Cosmetic Dentistry,cosmetic dentist,Alamo,4.9,312,False,none,,,,1,top rated cosmetic dentist near Alamo tx
HOT,150,J. Castillo Cosmetic & Family Dentistry,cosmetic dentist,Hidalgo,4.9,910,False,none,,Closes soon,,1,best cosmetic dentist in Hidalgo texas
HOT,150,"Hilda's Beauty Salon of Weslaco, TX",hair salon,Weslaco,4.6,326,False,none,,,(956) 314-8406,1,hair salon in Weslaco tx
HOT,150,City Cafe & Catering,catering,McAllen,4.7,277,False,none,,2901 N 10th St Suite H,,1,catering in McAllen tx
HOT,150,Todo Natural Restaurant & Catering,catering,Brownsville,4.8,243,False,none,,1100 North Expy,,1,catering in Brownsville tx
HOT,150,Agua Dental - Edinburg,dentist,Edinburg,4.9,1300,False,none,,307 E University Dr,,1,dentist in Edinburg tx
HOT,150,Smith Dental,dentist,Mission,4.9,534,False,none,,308 S Bryan Rd,,1,best dentist in Mission texas
HOT,150,Texas Dermatology - Alamo Heights,dermatologist,Alamo,4.8,1600,False,none,,Closes soon,,1,dermatologist in Alamo tx
HOT,145,Eagle Insurance,insurance agent,Mission,5.0,707,False,none,,7+ years in business,(956) 620-2028,2,best insurance agent in Mission texas
HOT,145,Red Square Dental & Orthodontics,orthodontist,Edinburg,4.8,850,False,none,,2702 Cornerstone Blvd,,2,best orthodontist in Edinburg texas
HOT,145,Rodeo Dental & Orthodontics,orthodontist,Mission,4.9,1200,False,none,,2423 E Expressway 83 #300,,2,orthodontist in Mission tx
HOT,145,"Dr. Stephen P. Shepard, D.D.S., M.S.D",orthodontist,Harlingen,4.9,203,False,none,,2022 E Harrison Ave,,2,orthodontist in Harlingen tx
HOT,145,Rodeo Dental & Orthodontics,orthodontist,Brownsville,4.9,2600,False,none,,2155 Ruben M Torres Blvd Suite 4,,2,top rated orthodontist near Brownsville tx
HOT,145,Optical Illusion,optometrist,McAllen,4.8,446,False,none,,423 W Nolana Ave,(956) 631-3366,2,optometrist in McAllen tx
HOT,145,Eyemart Express,optometrist,McAllen,4.8,1300,False,none,,506 E Expressway 83,(956) 664-2223,2,top rated optometrist near McAllen tx
HOT,145,Edinburg Vision Center - Oftalmologia,optometrist,Edinburg,4.3,1300,False,none,,"2301 South, US-281",(956) 383-5581,1,optometrist in Edinburg tx
HOT,145,Eyemart Express,optometrist,Brownsville,4.9,795,False,none,,101 Morrison Rd Ste C,(956) 465-0083,2,best optometrist in Brownsville texas
HOT,145,Ambra,restaurant,McAllen,4.8,2200,False,none,,1200 Auburn Ave Suite 200,,2,restaurant in McAllen tx
HOT,145,The Patio on Guerra,restaurant,McAllen,4.6,909,False,none,,116 S 17th St,,2,best restaurant in McAllen texas
HOT,145,Barrel House Kitchen & Bar,restaurant,Edinburg,4.3,352,False,none,,1927 S Tourist Dr,,1,restaurant in Edinburg tx
HOT,145,Sidebar RGV,restaurant,Edinburg,4.7,447,False,none,,215 E University Dr,,2,restaurant in Edinburg tx
HOT,145,Ambra,restaurant,Edinburg,4.8,2200,False,none,,,,2,best restaurant in Edinburg texas
HOT,145,Buena Vida Mexican Cuisine,restaurant,Mission,4.9,476,False,none,,2308 E 1st St suite. 2,,2,restaurant in Mission tx
HOT,145,Papas & Papas,restaurant,Harlingen,4.8,339,False,none,,6704 W Expy 83,,2,best restaurant in Harlingen texas
HOT,145,Southern Roots Blooms Bubbly & Brunch,restaurant,Pharr,4.5,226,False,none,,404 I-2 Building A Ste. 21,,2,restaurant in Pharr tx
HOT,145,El Botanero by 100% AM,restaurant,Pharr,4.7,748,False,none,,,,2,top rated restaurant near Pharr tx
HOT,145,Uncle Chops Food Court,restaurant,Weslaco,4.8,437,False,none,,200 S Border Ave,,2,best restaurant in Weslaco texas
HOT,145,Uncle Chops Food Court,restaurant,Donna,4.8,437,False,none,,,,2,top rated restaurant near Donna tx
HOT,145,The Republic of the Rio Grande,restaurant,Rio Grande City,4.7,3700,False,none,,,,2,restaurant in Rio Grande City tx
HOT,145,Pirates Landing Restaurant,restaurant,Port Isabel,4.3,4800,False,none,,110 N Garcia St,,1,restaurant in Port Isabel tx
HOT,145,Dirty Al's at Pelican Station,restaurant,Port Isabel,4.5,2800,False,none,,201 S Garcia St,,2,restaurant in Port Isabel tx
HOT,145,Blackbeards',restaurant,South Padre Island,4.4,7800,False,none,,103 E Saturn Ln,,1,restaurant in South Padre Island tx
HOT,145,LongBoard Bar and Grill,restaurant,South Padre Island,4.5,4100,False,none,,205 W Palm St,,2,best restaurant in South Padre Island texas
HOT,145,Tijerina Family & Cosmetic Dentistry of McAllen,cosmetic dentist,McAllen,5.0,516,False,none,,4121 N 22nd St,,2,best cosmetic dentist in McAllen texas
HOT,145,A.C. Villarreal Family Dental,cosmetic dentist,Edinburg,4.8,638,False,none,,1123 S 10th Ave,,2,cosmetic dentist in Edinburg tx
HOT,145,Drake Family Dentistry,cosmetic dentist,Harlingen,4.9,807,False,none,,2319 E Tyler Ave,,2,top rated cosmetic dentist near Harlingen tx
HOT,145,"Cristina Sosa Anderson, D.D.S.",cosmetic dentist,Brownsville,4.9,458,False,none,,800 E Los Ebanos Blvd,,2,cosmetic dentist in Brownsville tx
HOT,145,David Pedley D.D.S. Family and Cosmetic Dentistry,cosmetic dentist,Brownsville,4.9,304,False,none,,127 E Price Rd,,2,top rated cosmetic dentist near Brownsville tx
HOT,145,Smile Magic of Weslaco,cosmetic dentist,Weslaco,4.9,1800,False,none,,802 N Texas Blvd,,2,top rated cosmetic dentist near Weslaco tx
HOT,145,Martinez Dental Group,cosmetic dentist,San Benito,4.7,249,False,none,,985 S Sam Houston Blvd #3064,,2,top rated cosmetic dentist near San Benito tx
HOT,145,Rodeo Dental & Orthodontics of Alamo,cosmetic dentist,Alamo,4.9,1400,False,none,,1449 W Duranta Ave suite a,,2,best cosmetic dentist in Alamo texas
HOT,145,Arcade Dental - Pharr,cosmetic dentist,Hidalgo,5.0,978,False,none,,,,2,best cosmetic dentist in Hidalgo texas
HOT,145,Rio Grande Family Dental,cosmetic dentist,Rio Grande City,4.8,320,False,none,,,,2,best cosmetic dentist in Rio Grande City texas
HOT,145,Smiles On The Bay,cosmetic dentist,South Padre Island,5.0,1200,False,none,,Closes soon,,2,top rated cosmetic dentist near South Padre Island tx
HOT,145,Escobar Auto Electric & Parts,electrician,Weslaco,4.5,355,False,none,,,(956) 968-9542,2,best electrician in Weslaco texas
HOT,145,City Cafe & Catering,catering,Mission,4.7,277,False,none,,,,2,catering in Mission tx
HOT,145,Ain’t She Grand BBQ Co.,catering,Donna,4.9,267,False,none,,,(956) 975-0778,2,best catering in Donna texas
HOT,145,Westlake Family Dentistry,dentist,Brownsville,4.9,1000,False,none,,3020 W Alton Gloor Blvd Suite D,,2,top rated dentist near Brownsville tx
HOT,145,Southeast Texas Dermatology,dermatologist,Port Isabel,4.6,402,False,none,,Closes soon,(409) 729-2262,2,best dermatologist in Port Isabel texas
HOT,140,America's Best Contacts & Eyeglasses,optometrist,Mission,4.2,382,False,none,,2515 E Expressway 83 Suite 300,(956) 682-4058,2,optometrist in Mission tx
HOT,140,"Trevino,s auto repair body shop",auto body shop,Mercedes,,956,False,none,,213 S Ohio Ave,(956) 272-7527,1,auto body shop in Mercedes tx
HOT,140,Nana's Taqueria,restaurant,Weslaco,4.4,4700,False,none,,1806 S International Blvd,,2,restaurant in Weslaco tx
HOT,140,El Dorado Restaurant,restaurant,Alamo,4.3,1600,False,none,,755 Main St,,2,best restaurant in Alamo texas
HOT,140,Sea Ranch Restaurant,restaurant,South Padre Island,4.4,2900,False,none,,"1 Padre Blvd, 33330 State Park Rd HWY 100",,2,restaurant in South Padre Island tx
HOT,140,Head To Toes Rehab,physical therapist,Hidalgo,,956,False,none,,2251 N 10th St,(956) 843-2691,1,best physical therapist in Hidalgo texas
HOT,139,A Perfect Smile Orthodontics,orthodontist,Edinburg,4.9,2100,False,none,,,,3,best orthodontist in Edinburg texas
HOT,139,Rodeo Dental & Orthodontics,orthodontist,Brownsville,4.9,3900,False,none,,1634 Central Blvd,,3,top rated orthodontist near Brownsville tx
HOT,139,Idea Family Dentistry & Orthodontics,orthodontist,Pharr,5.0,577,False,none,,310 S Cage Blvd,(956) 223-4754,3,orthodontist in Pharr tx
HOT,139,Buena vista Optical & Eye Clinic,optometrist,McAllen,4.7,632,False,none,,521 S 10th St,(956) 468-4040,3,optometrist in McAllen tx
HOT,139,Walmart Vision & Glasses,optometrist,Edinburg,4.9,581,False,none,,1724 W University Dr,(956) 318-0995,3,best optometrist in Edinburg texas
HOT,139,LensCrafters,optometrist,Mission,4.9,798,False,none,,,(956) 682-4428,3,best optometrist in Mission texas
HOT,139,Visionworks Sunrise Mall,optometrist,Brownsville,4.9,477,False,none,,2370 Frontage Rd Space 1532,(956) 544-6405,3,best optometrist in Brownsville texas
HOT,139,Walmart Vision & Glasses,optometrist,San Benito,5.0,628,False,none,,1126 US-77,(956) 361-9047,3,best optometrist in San Benito texas
HOT,139,Oak Hill Eye Care,optometrist,Hidalgo,4.9,1600,False,none,,Closes soon,(512) 288-0444,3,top rated optometrist near Hidalgo tx
HOT,139,Moon Restaurant & Mixology,restaurant,Mission,4.7,441,False,none,,1603 E Griffin Pkwy suite A,,3,restaurant in Mission tx
HOT,139,"Walk-On's Sports Bistreaux - Harlingen, TX",restaurant,Harlingen,4.8,1200,False,none,,97 Bass Pro Drive,,3,restaurant in Harlingen tx
HOT,139,LA TORTERIA,restaurant,Pharr,4.9,461,False,none,,1401 S Jackson Rd #5,,3,restaurant in Pharr tx
HOT,139,Cortino's,restaurant,Weslaco,4.7,806,False,none,,3812 Business Hwy 83 E,,3,best restaurant in Weslaco texas
HOT,139,Cabo Bar and Grille,restaurant,San Benito,4.6,220,False,none,,2301 W US-77,,3,restaurant in San Benito tx
HOT,139,Dos Olivos Market Harlingen,restaurant,San Benito,4.7,466,False,none,,,,3,top rated restaurant near San Benito tx
HOT,139,Formacio Pizzeria,restaurant,Mercedes,4.7,1900,False,none,,342 W 3rd St,,3,restaurant in Mercedes tx
HOT,139,Café Nashta,restaurant,Mercedes,4.7,369,False,none,,7013 East Expressway 83 Suite A,,3,best restaurant in Mercedes texas
HOT,139,Joe's Oyster Bar,restaurant,Port Isabel,4.7,3700,False,none,,207 E Maxan St,,3,restaurant in Port Isabel tx
HOT,139,Hopper Haus Bar and Grill,restaurant,Port Isabel,4.7,587,False,none,,418 E Queen Isabella Blvd,,3,best restaurant in Port Isabel texas
HOT,139,Meza Family & Cosmetic Dentistry,cosmetic dentist,McAllen,4.9,352,False,none,,312 Pecan Blvd,,3,best cosmetic dentist in McAllen texas
HOT,139,Ethos Modern Dental - Edinburg & McAllen TX,cosmetic dentist,Edinburg,5.0,394,False,none,,1701 S McColl Rd Suite 9 & 10,,3,cosmetic dentist in Edinburg tx
HOT,139,Palm Valley Dental,cosmetic dentist,Edinburg,4.9,1300,False,none,,4649 S Jackson Rd,,3,best cosmetic dentist in Edinburg texas
HOT,139,Sabal Dental - Harlingen,cosmetic dentist,Harlingen,4.9,915,False,none,,321 S 13th St,,3,top rated cosmetic dentist near Harlingen tx
HOT,139,Southern Dental,cosmetic dentist,Weslaco,4.9,494,False,none,,1210 E 8th St Ste 2,,3,top rated cosmetic dentist near Weslaco tx
HOT,139,Smile Magic of San Juan,cosmetic dentist,San Benito,4.9,918,False,none,,,,3,top rated cosmetic dentist near San Benito tx
HOT,139,Alanis Dental Center,cosmetic dentist,Alamo,4.9,328,False,none,,109 S 6th St,(956) 787-3317,3,cosmetic dentist in Alamo tx
HOT,139,Alamo Ranch Dental,cosmetic dentist,Alamo,4.8,956,False,none,,Closes soon,,3,best cosmetic dentist in Alamo texas
HOT,139,Cosmetic Dentistry of San Antonio,cosmetic dentist,Alamo,5.0,978,False,none,,Closes soon,,3,top rated cosmetic dentist near Alamo tx
HOT,139,De La Garza Family Dental,cosmetic dentist,Mercedes,4.9,448,False,none,,Closes soon,,3,best cosmetic dentist in Mercedes texas
HOT,139,Smile Muse Spa,cosmetic dentist,Los Fresnos,4.9,291,False,none,,,,3,top rated cosmetic dentist near Los Fresnos tx
HOT,139,Schmidgall Dental Aesthetics,cosmetic dentist,Hidalgo,5.0,1000,False,none,,Closes soon,,3,top rated cosmetic dentist near Hidalgo tx
HOT,139,Valley Vet Services,veterinarian,Weslaco,4.5,483,False,none,,Closed,(956) 565-1027,3,veterinarian in Weslaco tx
HOT,139,Bertha's Beauty Salon,hair salon,Alamo,4.6,255,False,none,,Closed,(956) 702-1105,3,hair salon in Alamo tx
HOT,139,Ace's Income Tax,accountant,Brownsville,5.0,211,False,none,,5+ years in business,(956) 435-9561,3,best accountant in Brownsville texas
HOT,139,Uncle Chops Food Court,catering,Weslaco,4.8,437,False,none,,,(956) 252-9885,3,best catering in Weslaco texas
HOT,139,Los Tortugo's Seafood Market,catering,Port Isabel,4.6,1600,False,none,,318 E Queen Isabella Blvd,,3,catering in Port Isabel tx
HOT,139,Iman Dental Center,dentist,Mission,4.8,451,False,none,,801 N Conway Ave,,3,best dentist in Mission texas
HOT,139,Agua Dental,dentist,Brownsville,4.9,2400,False,none,,1873 Boca Chica Blvd,,3,top rated dentist near Brownsville tx
HOT,139,Jordan Dental,dentist,Weslaco,4.9,755,False,none,,415 S Airport Dr STE C,(956) 375-2248,3,top rated dentist near Weslaco tx
HOT,139,J&J AUTO SHOP,auto repair shop,Edinburg,4.8,382,False,none,,5+ years in business,(956) 348-5200,3,auto repair shop in Edinburg tx
HOT,135,Sabinos Auto Service,auto body shop,Mercedes,,956,False,none,,1020 N Baseline Rd,(956) 200-6270,2,auto body shop in Mercedes tx
HOT,135,Weslaco Animal Clinic,veterinarian,Weslaco,3.6,261,False,none,,Closed,(956) 968-2020,2,veterinarian in Weslaco tx
HOT,135,"Suzette Floyd, CPA",accountant,South Padre Island,,956,False,none,,10+ years in business,(956) 761-4380,2,accountant in South Padre Island tx
HOT,135,South Padre Island Roofing,roofing contractor,South Padre Island,,956,False,none,,,(956) 274-0873,2,best roofing contractor in South Padre Island texas
HOT,134,Brident Dental & Orthodontics,orthodontist,Harlingen,4.3,421,False,none,,1208 S Expressway 83,,3,orthodontist in Harlingen tx
HOT,134,RU RESTAURANT,restaurant,McAllen,4.3,496,False,none,,5800 N 10th St SUITE 340,,3,restaurant in McAllen tx
HOT,134,Cafe On The Beach,restaurant,South Padre Island,4.4,2600,False,none,,3616 Gulf Blvd,,3,restaurant in South Padre Island tx
HOT,134,Velma's Hair Of Illusions,hair salon,San Benito,4.3,395,False,none,,,(956) 399-0695,3,hair salon in San Benito tx
HOT,134,Lola's Bistro,catering,Brownsville,4.4,648,False,none,,1335 Palm Blvd,,3,catering in Brownsville tx
HOT,129,Southern Style Motor Company,auto body shop,Mercedes,,956,False,none,,825 W 2nd St,(956) 294-1002,3,auto body shop in Mercedes tx
HOT,129,Alanis Marko E DDS,dentist,Alamo,,956,False,none,,109 S 6th St,(956) 787-3317,3,best dentist in Alamo texas
HOT,125,Nail Spa Alamo TX,nail salon,Alamo,4.5,539,True,social,https://nailspaalamotx.com/,,(956) 783-1669,1,nail salon in Alamo tx
HOT,125,Shoreline Barbell Club,gym,Port Isabel,5.0,126,False,none,,5+ years in business,(956) 778-0360,1,gym in Port Isabel tx
HOT,125,Life Smiles - Dr.A,orthodontist,Brownsville,5.0,164,False,none,,4237 Frontage Rd 77 #1,,1,top rated orthodontist near Brownsville tx
HOT,125,Bella Vista Eye Care,optometrist,Pharr,4.7,173,False,none,,1001 E Ferguson Ave,(956) 782-9444,1,optometrist in Pharr tx
HOT,125,Beautiful Smiles,cosmetic dentist,Mission,4.9,175,False,none,,900 Plaza Dr STE 3,,1,cosmetic dentist in Mission tx
HOT,125,Arcade Dental - Pharr,cosmetic dentist,Pharr,5.0,978,True,social,https://www.arcadedentaltx.com/,8001 S Jackson Rd #4,(956) 300-4111,1,cosmetic dentist in Pharr tx
HOT,125,Cosmetic Dental Associates - Alamo Ranch,cosmetic dentist,Alamo,5.0,169,False,none,,Closes soon,,1,best cosmetic dentist in Alamo texas
HOT,125,Mercedes Family Dentistry,cosmetic dentist,Mercedes,5.0,120,False,none,,300 N Ohio Ave,,1,best cosmetic dentist in Mercedes texas
HOT,125,Los Fresnos Dental Center,cosmetic dentist,Los Fresnos,4.9,138,False,none,,810 W Ocean Blvd,,1,top rated cosmetic dentist near Los Fresnos tx
HOT,125,Eon Electric LLC.,electrician,McAllen,4.9,152,False,none,,,(956) 279-3603,1,electrician in McAllen tx
HOT,125,New Image Spa Beauty Salon,hair salon,Brownsville,4.8,166,False,none,,Closes soon,(956) 982-4455,1,hair salon in Brownsville tx
HOT,125,Legacy Dental,dentist,Brownsville,4.9,2600,True,social,https://www.legacydentaltx.com/?utm_source=google&amp;utm_medium=google_business_profile&amp;utm_campaign=website_click,2200 Boca Chica Blvd #138,(956) 986-2222,1,dentist in Brownsville tx
HOT,125,R&R auto repair,auto repair shop,Harlingen,4.7,130,False,none,,7+ years in business,(956) 734-5007,1,auto repair shop in Harlingen tx
HOT,125,Rick's Auto Service,auto repair shop,Brownsville,4.7,171,False,none,,10+ years in business,(956) 831-6655,1,auto repair shop in Brownsville tx
HOT,120,Infinity AC Service LLC.,hvac contractor,Pharr,5.0,250,True,social,https://infinityactx.com/,,(956) 306-1322,2,hvac contractor in Pharr tx
HOT,120,Zuluxury Spa,nail salon,Mission,4.9,123,False,none,,,(956) 905-7772,2,best nail salon in Mission texas
HOT,120,Nail Goddesses,nail salon,Weslaco,4.8,298,True,social,http://facebook.com/NailGoddessesllc/,,(956) 593-7794,2,nail salon in Weslaco tx
HOT,120,Velvet Nail Bar,nail salon,Alamo,4.9,391,True,social,https://velvetnailbartx.com/,,(210) 444-9020,2,best nail salon in Alamo texas
HOT,120,Yadi's Nails,nail salon,Los Fresnos,4.5,101,False,none,,,(956) 254-2070,2,nail salon in Los Fresnos tx
HOT,120,P I Nails,nail salon,Port Isabel,4.3,113,False,none,,Closed,(956) 943-4722,1,nail salon in Port Isabel tx
HOT,120,TND Nail Salon,nail salon,South Padre Island,4.3,154,False,none,,Closed,(956) 761-1429,1,nail salon in South Padre Island tx
HOT,120,FAITH Moving Service,moving company,Edinburg,4.6,104,False,none,,,(956) 600-2364,2,moving company in Edinburg tx
HOT,120,Gator Plumbing,plumber,Los Fresnos,4.8,154,False,none,,Closed,(956) 761-2620,2,plumber in Los Fresnos tx
HOT,120,The Grove FarmHouse,restaurant,Weslaco,4.4,130,False,none,,1322 S International Blvd,,1,restaurant in Weslaco tx
HOT,120,The Grove FarmHouse,restaurant,Mercedes,4.4,130,False,none,,,,1,restaurant in Mercedes tx
HOT,120,O’s Burgers & More,restaurant,Mercedes,4.6,162,False,none,,7013 W Expy 83 Suite I,,2,restaurant in Mercedes tx
HOT,120,Legacy Smiles,cosmetic dentist,San Benito,5.0,452,True,social,http://www.legacysmilestx.com/,Closes soon,(956) 622-3052,2,best cosmetic dentist in San Benito texas
HOT,120,Toothday Family Dentistry,cosmetic dentist,Donna,4.9,175,False,none,,309 N D Salinas Blvd,,2,cosmetic dentist in Donna tx
HOT,120,Yesenia Resendez Salon & Spa,hair salon,Edinburg,4.9,237,True,social,http://www.facebook.com/yeseniaresendezsalonandspa,,(956) 383-4331,2,hair salon in Edinburg tx
HOT,120,"Roxi's Hair, Makeup, Plus More (Unisex Salon)",hair salon,Los Fresnos,4.8,138,False,none,,Closes soon,(956) 589-1025,2,hair salon in Los Fresnos tx
HOT,120,Two Straws Co.,catering,Brownsville,5.0,106,False,none,,1044 E Taylor St,,2,best catering in Brownsville texas
HOT,120,Rancho La Pergola,catering,San Benito,4.6,135,False,none,,26867 N Sam Houston Blvd,,2,best catering in San Benito texas
HOT,120,Westlake Family Dentistry,dentist,Brownsville,4.9,1000,True,social,http://westlakefamilydentistrytx.com/,3020 W Alton Gloor Blvd Suite D,(956) 420-8689,2,best dentist in Brownsville texas
HOT,120,Golden State Dermatology,dermatologist,Alamo,4.9,184,False,none,,,,2,dermatologist in Alamo tx
HOT,120,Economy Auto Repair,auto repair shop,McAllen,4.9,162,False,none,,1721 W State Hwy 107,(956) 400-0911,2,best auto repair shop in McAllen texas
HOT,120,Dominguez Automobile Services,auto repair shop,Harlingen,4.5,141,False,none,,10+ years in business,(956) 428-4005,2,auto repair shop in Harlingen tx
HOT,115,Perez Remodeling,home remodeler,Mercedes,,956,True,social,https://www.facebook.com/perezremodeling.net,841 Dawson Rd,(956) 463-0965,1,best home remodeler in Mercedes texas
HOT,115,Alamo Nails,nail salon,Alamo,4.4,329,True,social,https://www.facebook.com/Alamo-Nails-623832884434876/,,(956) 783-2737,2,nail salon in Alamo tx
HOT,115,Cheddar's Scratch Kitchen,restaurant,Donna,4.1,189,False,none,,1510 E Interstate Hwy 2,,2,restaurant in Donna tx
HOT,114,Pinnacle Health,chiropractor,Alamo,4.8,104,False,none,,427 E Duranta Ave # 104,(956) 702-4255,3,best chiropractor in Alamo texas
HOT,114,Diva Nails,nail salon,Brownsville,4.7,443,True,social,https://www.facebook.com/share/1GZk1us7BN/?mibextid=wwXIfr,,(956) 544-0778,3,best nail salon in Brownsville texas
HOT,114,J&V Luxury Nails,nail salon,Weslaco,4.5,158,False,none,,,(956) 405-3064,3,top rated nail salon near Weslaco tx
HOT,114,Chillax Nail Lounge,nail salon,Mercedes,4.9,4400,True,social,https://www.facebook.com/share/1AT1bky8Mn/?mibextid=wwXIfr,,(832) 889-5280,3,best nail salon in Mercedes texas
HOT,114,A2 nails & spa,nail salon,Mercedes,4.9,158,False,none,,,(830) 375-8899,3,top rated nail salon near Mercedes tx
HOT,114,Cantu's Auto Repair & Wrecker,auto body shop,Port Isabel,4.5,133,False,none,,10+ years in business,(956) 943-1911,3,best auto body shop in Port Isabel texas
HOT,114,PROSPORTS MASSAGE CLINIC,massage therapist,Edinburg,4.9,276,True,social,https://www.facebook.com/prosportsmassagergv/,3009 Regency Dr,(956) 648-5791,3,massage therapist in Edinburg tx
HOT,114,Kitchen La Katrina,restaurant,Edinburg,4.9,106,False,none,,3201 S Alamo Rd,,3,restaurant in Edinburg tx
HOT,114,Southern Pour Sips & Bites,restaurant,Mission,4.9,143,False,none,,2600 E Griffin Pkwy Suite 2,,3,best restaurant in Mission texas
HOT,114,Mala Copa,restaurant,Brownsville,4.6,145,False,none,,3101 Pablo Kisel Blvd B1,,3,top rated restaurant near Brownsville tx
HOT,114,The Snapper Hole,restaurant,Pharr,4.8,117,False,none,,503 W Nolana Loop,,3,best restaurant in Pharr texas
HOT,114,Haley's,restaurant,Donna,4.5,196,False,none,,2507 E Business Hwy 83,,3,restaurant in Donna tx
HOT,114,Ground Savage Brazilian Jiu-Jitsu,martial arts,Brownsville,5.0,322,True,social,https://www.facebook.com/Groundsavagebjj?mibextid=LQQJ4d,5+ years in business,(956) 336-3116,3,martial arts in Brownsville tx
HOT,114,Emporio M Hairsalon,hair salon,McAllen,4.6,204,True,social,https://www.facebook.com/emporiomhairsalon?mibextid=ZbWKwL,,(956) 627-5976,3,best hair salon in McAllen texas
HOT,114,San Antonio Tax Services,accountant,Edinburg,4.9,144,False,none,,10+ years in business,(956) 316-2426,3,best accountant in Edinburg texas
