tier,score,name,category,city,rating,reviews,has_website,website_type,website_url,address,phone,rank_pos,search_query
HOT,125,Mercedes Family Dentistry,cosmetic dentist,Mercedes,5.0,120,False,none,,300 N Ohio Ave,,1,best cosmetic dentist in Mercedes texas
HOT,125,Los Fresnos Dental Center,cosmetic dentist,Los Fresnos,4.9,138,False,none,,810 W Ocean Blvd,,1,top rated cosmetic dentist near Los Fresnos tx
HOT,125,Eon Electric LLC.,electrician,McAllen,4.9,152,False,none,,,(956) 279-3603,1,electrician in McAllen tx
HOT,125,New Image Spa Beauty Salon,hair salon,Brownsville,4.8,166,False,none,,Closes soon,(956) 982-4455,1,hair salon in Brownsville tx
HOT,125,R&R auto repair,auto repair shop,Harlingen,4.7,130,False,none,,7+ years in business,(956) 734-5007,1,auto repair shop in Harlingen tx
HOT,125,Rick's Auto Service,auto repair shop,Brownsville,4.7,171,False,none,,10+ years in business,(956) 831-6655,1,auto repair shop in Brownsville tx
HOT,120,Zuluxury Spa,nail salon,Mission,4.9,123,False,none,,,(956) 905-7772,2,best nail salon in Mission texas
HOT,120,Yadi's Nails,nail salon,Los Fresnos,4.5,101,False,none,,,(956) 254-2070,2,nail salon in Los Fresnos tx
HOT,120,P I Nails,nail salon,Port Isabel,4.3,113,False,none,,Closed,(956) 943-4722,1,nail salon in Port Isabel tx
HOT,120,TND Nail Salon,nail salon,South Padre Island,4.3,154,False,none,,Closed,(956) 761-1429,1,nail salon in South Padre Island tx
HOT,120,FAITH Moving Service,moving company,Edinburg,4.6,104,False,none,,,(956) 600-2364,2,moving company in Edinburg tx
HOT,120,Gator Plumbing,plumber,Los Fresnos,4.8,154,False,none,,Closed,(956) 761-2620,2,plumber in Los Fresnos tx
HOT,120,The Grove FarmHouse,restaurant,Weslaco,4.4,130,False,none,,1322 S International Blvd,,1,restaurant in Weslaco tx
HOT,120,The Grove FarmHouse,restaurant,Mercedes,4.4,130,False,none,,,,1,restaurant in Mercedes tx
HOT,120,O’s Burgers & More,restaurant,Mercedes,4.6,162,False,none,,7013 W Expy 83 Suite I,,2,restaurant in Mercedes tx
HOT,120,Toothday Family Dentistry,cosmetic dentist,Donna,4.9,175,False,none,,309 N D Salinas Blvd,,2,cosmetic dentist in Donna tx
HOT,120,"Roxi's Hair, Makeup, Plus More (Unisex Salon)",hair salon,Los Fresnos,4.8,138,False,none,,Closes soon,(956) 589-1025,2,hair salon in Los Fresnos tx
HOT,120,Two Straws Co.,catering,Brownsville,5.0,106,False,none,,1044 E Taylor St,,2,best catering in Brownsville texas
HOT,120,Rancho La Pergola,catering,San Benito,4.6,135,False,none,,26867 N Sam Houston Blvd,,2,best catering in San Benito texas
HOT,120,Golden State Dermatology,dermatologist,Alamo,4.9,184,False,none,,,,2,dermatologist in Alamo tx
HOT,120,Economy Auto Repair,auto repair shop,McAllen,4.9,162,False,none,,1721 W State Hwy 107,(956) 400-0911,2,best auto repair shop in McAllen texas
HOT,120,Dominguez Automobile Services,auto repair shop,Harlingen,4.5,141,False,none,,10+ years in business,(956) 428-4005,2,auto repair shop in Harlingen tx
HOT,115,Cheddar's Scratch Kitchen,restaurant,Donna,4.1,189,False,none,,1510 E Interstate Hwy 2,,2,restaurant in Donna tx
HOT,114,Pinnacle Health,chiropractor,Alamo,4.8,104,False,none,,427 E Duranta Ave # 104,(956) 702-4255,3,best chiropractor in Alamo texas
HOT,114,J&V Luxury Nails,nail salon,Weslaco,4.5,158,False,none,,,(956) 405-3064,3,top rated nail salon near Weslaco tx
HOT,114,A2 nails & spa,nail salon,Mercedes,4.9,158,False,none,,,(830) 375-8899,3,top rated nail salon near Mercedes tx
HOT,114,Cantu's Auto Repair & Wrecker,auto body shop,Port Isabel,4.5,133,False,none,,10+ years in business,(956) 943-1911,3,best auto body shop in Port Isabel texas
HOT,114,Kitchen La Katrina,restaurant,Edinburg,4.9,106,False,none,,3201 S Alamo Rd,,3,restaurant in Edinburg tx
HOT,114,Southern Pour Sips & Bites,restaurant,Mission,4.9,143,False,none,,2600 E Griffin Pkwy Suite 2,,3,best restaurant in Mission texas
HOT,114,Mala Copa,restaurant,Brownsville,4.6,145,False,none,,3101 Pablo Kisel Blvd B1,,3,top rated restaurant near Brownsville tx
HOT,114,The Snapper Hole,restaurant,Pharr,4.8,117,False,none,,503 W Nolana Loop,,3,best restaurant in Pharr texas
HOT,114,Haley's,restaurant,Donna,4.5,196,False,none,,2507 E Business Hwy 83,,3,restaurant in Donna tx
HOT,114,San Antonio Tax Services,accountant,Edinburg,4.9,144,False,none,,10+ years in business,(956) 316-2426,3,best accountant in Edinburg texas
HOT,114,F&J Tax Services,accountant,Alamo,5.0,126,False,none,,5+ years in business,(956) 414-5987,3,accountant in Alamo tx
HOT,114,Laurel Park Bistro,catering,Harlingen,4.7,119,False,none,,901 S 77 Sunshine Strip,,3,top rated catering near Harlingen tx
HOT,114,Texas Roofing and Construction,roofing contractor,South Padre Island,5.0,118,False,none,,Closed,(956) 299-3016,3,top rated roofing contractor near South Padre Island tx
HOT,114,Limas Auto Repair,auto repair shop,McAllen,4.9,107,False,none,,10+ years in business,(956) 687-1489,3,best auto repair shop in McAllen texas
HOT,109,Alamo City Dermatology,dermatologist,Alamo,4.1,167,False,none,,Closed,,3,dermatologist in Alamo tx
HOT,109,JG Auto Services,auto repair shop,McAllen,4.4,124,False,none,,10+ years in business,(956) 928-1424,3,auto repair shop in McAllen tx
HOT,105,"Dora Cavazos, D.C. United Chiropractic & Rehabilitation",chiropractor,Donna,4.5,98,False,none,,1211 E Expressway 83 A,(956) 461-0777,1,chiropractor in Donna tx
HOT,105,"Dora Cavazos, D.C. United Chiropractic & Rehabilitation",chiropractor,Donna,4.5,98,False,none,,1211 E Expressway 83 A,956-461-0777,1,best chiropractor in Donna texas
HOT,105,"Sunrise Landscape & Irrigation, LLC",landscaping,Rio Grande City,4.7,59,False,none,,Closes soon,(830) 719-2048,1,landscaping in Rio Grande City tx
HOT,105,One stop body shop,auto body shop,Los Fresnos,4.9,53,False,none,,Closes soon,(713) 384-1242,1,best auto body shop in Los Fresnos texas
HOT,105,SPI Mechanix Co. | Auto Repair Service,auto body shop,Port Isabel,4.5,54,False,none,,10+ years in business,(956) 943-4200,1,best auto body shop in Port Isabel texas
HOT,105,KB Massage Therapy Healing,massage therapist,Mission,4.9,59,False,none,,7+ years in business,(956) 258-3147,1,massage therapist in Mission tx
HOT,105,Padre Island Family Dentistry,cosmetic dentist,South Padre Island,4.7,79,False,none,,Closed,,1,top rated cosmetic dentist near South Padre Island tx
HOT,105,E Salon and Barber,hair salon,Donna,4.9,65,False,none,,Closes soon,(956) 472-1314,1,best hair salon in Donna texas
HOT,105,Evolutions Hair Salon,hair salon,Alamo,4.7,62,False,none,,Closes soon,(956) 702-7765,1,hair salon in Alamo tx
HOT,105,Campos Catering. LLC,catering,Mission,4.9,75,False,none,,815 N Francisco Ave,,1,catering in Mission tx
HOT,105,Holy Smokes BBQ & Catering,catering,Harlingen,4.6,56,False,none,,3825 S Expressway 83,,1,catering in Harlingen tx
HOT,105,Peggy's Cakes and More,catering,San Benito,5.0,65,False,none,,29760 FM1561,,1,best catering in San Benito texas
HOT,105,Corn Fed Catering,catering,Port Isabel,4.9,82,False,none,,Closes soon,,1,top rated catering near Port Isabel tx
HOT,105,Mendoza Auto Service,auto repair shop,Mission,4.6,81,False,none,,10+ years in business,(956) 581-7719,1,auto repair shop in Mission tx
HOT,105,Pruneda Auto Mechanic,auto repair shop,Pharr,4.6,76,False,none,,10+ years in business,(956) 702-2065,1,auto repair shop in Pharr tx
HOT,105,Valley Auto & Machine Shop,auto repair shop,Weslaco,4.5,80,False,none,,10+ years in business,(956) 969-0981,1,auto repair shop in Weslaco tx
HOT,105,Reynas Automotive shop/Mobile Repair,auto repair shop,Donna,5.0,86,False,none,,6317 Whitetail Cir,(956) 974-5138,1,auto repair shop in Donna tx
HOT,100,The Nail Studio at Shary,nail salon,Mission,4.7,91,False,none,,,(956) 483-6694,2,nail salon in Mission tx
HOT,100,Stanton Optical,optometrist,Edinburg,4.7,91,False,none,,201 E Trenton Rd Suite 2,(956) 242-4334,2,optometrist in Edinburg tx
HOT,100,HEALTH & WELLNESS MASSAGE THERAPY,massage therapist,McAllen,4.8,73,False,none,,7+ years in business,(956) 569-3725,2,massage therapist in McAllen tx
HOT,100,Inner Peace Spa,massage therapist,Weslaco,5.0,64,False,none,,,(956) 903-0123,2,massage therapist in Weslaco tx
HOT,100,Le Rêve French-American Restaurant,restaurant,Brownsville,4.5,97,False,none,,1105 E Washington St,,2,top rated restaurant near Brownsville tx
